"";"Onderwerpen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen";"Bruto toegevoegde waarde basisprijzen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen"
"87-88 Verzorging en welzijn";"2001";"18817";"5042";"13775";"16581";"4.5";"6.4";"3.8";"85.6";"93.2";"83.1"
"87-88 Verzorging en welzijn";"2002";"21046";"5380";"15666";"17399";"4.6";"3.6";"4.9";"91.5";"95.9";"90.0"
"87-88 Verzorging en welzijn";"2003";"22635";"5696";"16939";"17897";"2.9";"3.2";"2.9";"95.6";"98.5";"94.6"
"87-88 Verzorging en welzijn";"2004";"22994";"5743";"17251";"17737";"-0.6";"0.4";"-0.9";"97.7";"98.8";"97.3"
"87-88 Verzorging en welzijn";"2005";"23941";"5970";"17971";"17971";"1.7";"2.8";"1.3";"100.0";"100.0";"100.0"
"87-88 Verzorging en welzijn";"2006";"25054";"6292";"18762";"18575";"3.5";"3.9";"3.4";"101.1";"101.4";"101.0"
"87-88 Verzorging en welzijn";"2007";"26095";"6649";"19446";"18852";"2.1";"4.0";"1.5";"103.1";"103.0";"103.1"
"87-88 Verzorging en welzijn";"2008";"28008";"7181";"20827";"19652";"4.1";"3.8";"4.2";"106.3";"107.2";"106.0"
"87-88 Verzorging en welzijn";"2009";"29740";"7405";"22335";"20639";"4.5";"3.0";"5.0";"108.0";"107.3";"108.2"
"87-88 Verzorging en welzijn";"2010**";"30565";"7601";"22964";"20831";"0.9";"1.0";"0.9";"109.9";"109.0";"110.2"
"87-88 Verzorging en welzijn";"2011*";"31482";"7946";"23536";"21419";"2.7";"2.3";"2.8";"110.3";"111.4";"109.9"
"90-92 Kunst, cultuur en loterij";"1988";"2378";"1286";"1092";"1814";".";".";".";"64.4";"68.0";"60.2"
"90-92 Kunst, cultuur en loterij";"1989";"2478";"1345";"1133";"1824";"2.1";"3.3";"0.5";"65.8";"68.8";"62.1"
"90-92 Kunst, cultuur en loterij";"1990";"2578";"1410";"1168";"1845";"2.7";"4.0";"1.1";"66.6";"69.4";"63.3"
"90-92 Kunst, cultuur en loterij";"1991";"2703";"1499";"1204";"1834";"2.3";"4.8";"-0.6";"68.3";"70.4";"65.7"
"90-92 Kunst, cultuur en loterij";"1992";"2907";"1631";"1276";"1858";"4.1";"6.3";"1.3";"70.6";"72.1";"68.7"
"90-92 Kunst, cultuur en loterij";"1993";"3094";"1740";"1354";"1893";"3.0";"3.8";"1.9";"72.9";"74.1";"71.5"
"90-92 Kunst, cultuur en loterij";"1994";"3235";"1839";"1396";"1892";"1.7";"3.0";"-0.1";"75.0";"76.0";"73.8"
"90-92 Kunst, cultuur en loterij";"1995";"3423";"1922";"1501";"2039";"4.6";"2.1";"7.8";"75.9";"77.7";"73.6"
"90-92 Kunst, cultuur en loterij";"1996";"3683";"2038";"1645";"2162";"4.8";"3.9";"6.0";"77.9";"79.3";"76.1"
"90-92 Kunst, cultuur en loterij";"1997";"4013";"2214";"1799";"2261";"5.7";"6.5";"4.6";"80.3";"80.9";"79.6"
"90-92 Kunst, cultuur en loterij";"1998";"4336";"2401";"1935";"2339";"5.2";"6.7";"3.4";"82.5";"82.3";"82.7"
"90-92 Kunst, cultuur en loterij";"1999";"4747";"2657";"2090";"2477";"7.1";"8.2";"5.9";"84.3";"84.2";"84.4"
"90-92 Kunst, cultuur en loterij";"2000";"5146";"2850";"2296";"2613";"5.2";"5.0";"5.5";"86.8";"85.9";"87.9"
"90-92 Kunst, cultuur en loterij";"2001";"5777";"3207";"2570";"2880";"8.0";"6.3";"10.2";"90.2";"91.0";"89.2"
"90-92 Kunst, cultuur en loterij";"2002";"6159";"3378";"2781";"3019";"3.5";"2.5";"4.8";"92.9";"93.5";"92.1"
"90-92 Kunst, cultuur en loterij";"2003";"6338";"3481";"2857";"2986";"-0.2";"0.6";"-1.1";"95.7";"95.8";"95.7"
"90-92 Kunst, cultuur en loterij";"2004";"6552";"3595";"2957";"2943";"0.1";"1.3";"-1.4";"98.9";"97.6";"100.5"
"90-92 Kunst, cultuur en loterij";"2005";"6731";"3712";"3019";"3019";"1.6";"0.8";"2.6";"100.0";"100.0";"100.0"
"90-92 Kunst, cultuur en loterij";"2006";"7089";"3989";"3100";"3190";"5.1";"4.6";"5.7";"100.2";"102.8";"97.2"
"90-92 Kunst, cultuur en loterij";"2007";"7460";"4209";"3251";"3293";"3.4";"3.5";"3.2";"102.1";"104.8";"98.7"
"90-92 Kunst, cultuur en loterij";"2008";"7636";"4316";"3320";"3230";"-1.1";"-0.5";"-1.9";"105.7";"108.1";"102.8"
"90-92 Kunst, cultuur en loterij";"2009";"7637";"4217";"3420";"3156";"-2.5";"-2.7";"-2.3";"108.4";"108.5";"108.4"
"90-92 Kunst, cultuur en loterij";"2010**";"7675";"4227";"3448";"3075";"-1.3";"-0.3";"-2.6";"110.4";"109.1";"112.1"
"90-92 Kunst, cultuur en loterij";"2011*";"7596";"4205";"3391";"2964";"-3.0";"-2.5";"-3.6";"112.6";"111.3";"114.4"
"93 Sport en recreatie";"1988";"1347";"816";"531";"1051";".";".";".";"61.4";"69.2";"50.5"
"93 Sport en recreatie";"1989";"1416";"844";"572";"1092";"3.2";"2.7";"4.0";"62.6";"69.7";"52.4"
"93 Sport en recreatie";"1990";"1472";"881";"591";"1092";"2.7";"4.5";"0.0";"63.3";"69.7";"54.1"
"93 Sport en recreatie";"1991";"1557";"940";"617";"1109";"3.3";"4.4";"1.5";"64.9";"71.2";"55.6"
"93 Sport en recreatie";"1992";"1656";"995";"661";"1125";"3.0";"4.0";"1.5";"67.0";"72.4";"58.7"
"93 Sport en recreatie";"1993";"1749";"1043";"706";"1168";"2.9";"2.3";"3.8";"68.8";"74.2";"60.5"
"93 Sport en recreatie";"1994";"1810";"1093";"717";"1171";"0.9";"1.3";"0.3";"70.5";"76.7";"61.2"
"93 Sport en recreatie";"1995";"1883";"1148";"735";"1201";"2.3";"2.2";"2.5";"71.7";"78.8";"61.2"
"93 Sport en recreatie";"1996";"1970";"1221";"749";"1173";"1.8";"4.4";"-2.3";"73.7";"80.3";"63.9"
"93 Sport en recreatie";"1997";"2121";"1275";"846";"1231";"4.1";"3.6";"4.9";"76.2";"80.9";"68.7"
"93 Sport en recreatie";"1998";"2234";"1369";"865";"1196";"1.9";"5.1";"-2.8";"78.7";"82.7";"72.3"
"93 Sport en recreatie";"1999";"2378";"1492";"886";"1163";"3.0";"6.7";"-2.8";"81.3";"84.4";"76.2"
"93 Sport en recreatie";"2000";"2547";"1602";"945";"1172";"3.2";"4.6";"0.8";"84.4";"86.7";"80.6"
"93 Sport en recreatie";"2001";"2732";"1753";"979";"1172";"2.4";"3.8";"0.0";"88.5";"91.4";"83.5"
"93 Sport en recreatie";"2002";"2858";"1785";"1073";"1173";"-0.3";"-0.5";"0.1";"92.8";"93.5";"91.5"
"93 Sport en recreatie";"2003";"3016";"1918";"1098";"1133";"1.6";"4.7";"-3.4";"96.4";"96.0";"97.0"
"93 Sport en recreatie";"2004";"3037";"1892";"1145";"1171";"-0.3";"-2.5";"3.4";"97.4";"97.1";"97.8"
"93 Sport en recreatie";"2005";"3170";"1985";"1185";"1185";"1.6";"1.8";"1.2";"100.0";"100.0";"100.0"
"93 Sport en recreatie";"2006";"3334";"2122";"1212";"1215";"2.6";"2.7";"2.5";"102.5";"104.1";"99.8"
"93 Sport en recreatie";"2007";"3481";"2217";"1264";"1231";"1.7";"1.9";"1.3";"105.2";"106.7";"102.7"
"93 Sport en recreatie";"2008";"3636";"2324";"1312";"1286";"2.9";"2.0";"4.4";"106.8";"109.7";"102.1"
"93 Sport en recreatie";"2009";"3713";"2323";"1390";"1292";"0.6";"0.7";"0.5";"108.4";"108.9";"107.5"
"93 Sport en recreatie";"2010**";"3774";"2345";"1429";"1280";"-0.4";"0.0";"-0.9";"110.6";"110.0";"111.6"
"93 Sport en recreatie";"2011*";"3849";"2361";"1488";"1304";"-0.1";"-1.2";"1.8";"112.9";"112.1";"114.1"
"94 Ideële, belangen-, hobbyverenigingen";"1988";"2067";"783";"1284";"2030";".";".";".";"65.6";"69.5";"63.3"
"94 Ideële, belangen-, hobbyverenigingen";"1989";"2159";"831";"1328";"2071";"3.5";"6.0";"2.0";"66.2";"69.5";"64.1"
"94 Ideële, belangen-, hobbyverenigingen";"1990";"2278";"867";"1411";"2116";"3.1";"4.5";"2.2";"67.8";"69.5";"66.7"
"94 Ideële, belangen-, hobbyverenigingen";"1991";"2472";"969";"1503";"2219";"6.0";"7.8";"4.9";"69.4";"72.0";"67.7"
"94 Ideële, belangen-, hobbyverenigingen";"1992";"2619";"1023";"1596";"2267";"3.0";"4.3";"2.1";"71.4";"72.8";"70.4"
"94 Ideële, belangen-, hobbyverenigingen";"1993";"2707";"1079";"1628";"2265";"1.5";"4.0";"-0.1";"72.7";"73.9";"71.9"
"94 Ideële, belangen-, hobbyverenigingen";"1994";"2783";"1108";"1675";"2332";"1.6";"-0.4";"2.9";"73.5";"76.1";"71.8"
"94 Ideële, belangen-, hobbyverenigingen";"1995";"2858";"1128";"1730";"2381";"1.4";"0.3";"2.1";"74.5";"77.3";"72.7"
"94 Ideële, belangen-, hobbyverenigingen";"1996";"2986";"1199";"1787";"2395";"2.0";"4.1";"0.6";"76.3";"78.9";"74.6"
"94 Ideële, belangen-, hobbyverenigingen";"1997";"3214";"1285";"1929";"2388";"2.4";"6.5";"-0.3";"80.2";"79.4";"80.8"
"94 Ideële, belangen-, hobbyverenigingen";"1998";"3425";"1353";"2072";"2470";"3.8";"4.4";"3.4";"82.3";"80.1";"83.9"
"94 Ideële, belangen-, hobbyverenigingen";"1999";"3604";"1467";"2137";"2535";"4.3";"6.7";"2.7";"83.1";"81.4";"84.3"
"94 Ideële, belangen-, hobbyverenigingen";"2000";"3898";"1592";"2306";"2650";"4.6";"4.6";"4.5";"86.0";"84.5";"87.0"
"94 Ideële, belangen-, hobbyverenigingen";"2001";"4142";"1643";"2499";"2742";"1.7";"-0.9";"3.5";"89.9";"88.0";"91.1"
"94 Ideële, belangen-, hobbyverenigingen";"2002";"4301";"1695";"2606";"2776";"0.3";"-1.1";"1.2";"93.0";"91.8";"93.9"
"94 Ideële, belangen-, hobbyverenigingen";"2003";"4406";"1761";"2645";"2694";"-1.3";"1.1";"-3.0";"96.6";"94.3";"98.2"
"94 Ideële, belangen-, hobbyverenigingen";"2004";"4565";"1863";"2702";"2675";"0.9";"3.3";"-0.7";"99.2";"96.6";"101.0"
"94 Ideële, belangen-, hobbyverenigingen";"2005";"4710";"1959";"2751";"2751";"2.3";"1.6";"2.8";"100.0";"100.0";"100.0"
"94 Ideële, belangen-, hobbyverenigingen";"2006";"4886";"2079";"2807";"2804";"2.0";"2.1";"1.9";"101.7";"104.0";"100.1"
"94 Ideële, belangen-, hobbyverenigingen";"2007";"5108";"2218";"2890";"2914";"4.6";"5.5";"3.9";"101.7";"105.1";"99.2"
"94 Ideële, belangen-, hobbyverenigingen";"2008";"5380";"2401";"2979";"2935";"2.5";"4.8";"0.7";"104.5";"108.6";"101.5"
"94 Ideële, belangen-, hobbyverenigingen";"2009";"5606";"2316";"3290";"3039";"2.6";"1.4";"3.6";"106.1";"103.3";"108.2"
"94 Ideële, belangen-, hobbyverenigingen";"2010**";"5693";"2326";"3367";"3031";"-0.1";"0.0";"-0.3";"107.9";"103.7";"111.1"
"94 Ideële, belangen-, hobbyverenigingen";"2011*";"5874";"2329";"3545";"3086";"0.4";"-1.7";"1.8";"110.9";"105.7";"114.9"
"95 Reparatie van consumentenartikelen";"1988";"473";"172";"301";"489";".";".";".";"67.8";"77.6";"61.6"
"95 Reparatie van consumentenartikelen";"1989";"508";"184";"324";"516";"5.7";"5.8";"5.6";"68.8";"78.4";"62.7"
"95 Reparatie van consumentenartikelen";"1990";"539";"198";"341";"531";"3.7";"5.4";"2.8";"70.4";"80.1";"64.3"
"95 Reparatie van consumentenartikelen";"1991";"562";"209";"353";"532";"1.7";"4.0";"0.3";"72.2";"81.2";"66.3"
"95 Reparatie van consumentenartikelen";"1992";"582";"219";"363";"523";"0.4";"3.8";"-1.7";"74.5";"82.0";"69.4"
"95 Reparatie van consumentenartikelen";"1993";"594";"219";"375";"510";"-1.2";"0.9";"-2.5";"77.0";"81.2";"73.5"
"95 Reparatie van consumentenartikelen";"1994";"574";"228";"346";"461";"-5.1";"2.7";"-9.6";"78.3";"82.3";"75.0"
"95 Reparatie van consumentenartikelen";"1995";"591";"245";"346";"456";"2.1";"7.0";"-1.2";"79.0";"82.7";"75.9"
"95 Reparatie van consumentenartikelen";"1996";"583";"254";"329";"422";"-3.2";"2.9";"-7.5";"80.5";"83.3";"78.0"
"95 Reparatie van consumentenartikelen";"1997";"609";"282";"327";"414";"2.6";"8.3";"-1.8";"82.0";"85.4";"79.0"
"95 Reparatie van consumentenartikelen";"1998";"643";"310";"333";"415";"3.8";"7.8";"0.3";"83.4";"87.1";"80.2"
"95 Reparatie van consumentenartikelen";"1999";"683";"331";"352";"425";"3.7";"5.2";"2.4";"85.4";"88.5";"82.8"
"95 Reparatie van consumentenartikelen";"2000";"720";"358";"362";"418";"1.6";"5.1";"-1.7";"88.6";"91.0";"86.6"
"95 Reparatie van consumentenartikelen";"2001";"761";"365";"396";"432";"1.1";"-1.1";"3.3";"92.7";"93.8";"91.7"
"95 Reparatie van consumentenartikelen";"2002";"753";"353";"400";"417";"-4.2";"-4.9";"-3.5";"95.7";"95.4";"96.0"
"95 Reparatie van consumentenartikelen";"2003";"740";"336";"404";"407";"-3.6";"-5.1";"-2.3";"97.6";"95.7";"99.2"
"95 Reparatie van consumentenartikelen";"2004";"728";"341";"387";"389";"-2.7";"-0.6";"-4.5";"98.6";"97.7";"99.5"
"95 Reparatie van consumentenartikelen";"2005";"733";"354";"379";"379";"-0.7";"1.5";"-2.6";"100.0";"100.0";"100.0"
"95 Reparatie van consumentenartikelen";"2006";"776";"380";"396";"390";"3.7";"4.5";"2.9";"102.1";"102.7";"101.5"
"95 Reparatie van consumentenartikelen";"2007";"842";"406";"436";"417";"5.3";"3.7";"6.8";"105.2";"105.8";"104.7"
"95 Reparatie van consumentenartikelen";"2008";"872";"411";"461";"417";"0.5";"1.0";"0.0";"108.5";"106.1";"110.7"
"95 Reparatie van consumentenartikelen";"2009";"817";"387";"430";"368";"-8.3";"-4.4";"-11.7";"110.8";"104.5";"116.9"
"95 Reparatie van consumentenartikelen";"2010**";"825";"388";"437";"369";"-0.1";"-0.5";"0.2";"112.0";"105.3";"118.5"
"95 Reparatie van consumentenartikelen";"2011*";"838";"391";"447";"372";"0.7";"0.5";"0.9";"112.9";"105.6";"120.2"
"96 Overige persoonlijke dienstverlening";"1988";"1485";"641";"844";"2028";".";".";".";"51.4";"70.7";"41.6"
"96 Overige persoonlijke dienstverlening";"1989";"1554";"660";"894";"2037";"0.9";"1.6";"0.5";"53.3";"71.7";"43.9"
"96 Overige persoonlijke dienstverlening";"1990";"1644";"668";"976";"2149";"3.2";"0.2";"5.5";"54.6";"72.5";"45.4"
"96 Overige persoonlijke dienstverlening";"1991";"1749";"707";"1042";"2193";"2.4";"3.0";"2.0";"56.7";"74.5";"47.5"
"96 Overige persoonlijke dienstverlening";"1992";"1893";"726";"1167";"2285";"3.4";"2.1";"4.2";"59.4";"74.9";"51.1"
"96 Overige persoonlijke dienstverlening";"1993";"2020";"747";"1273";"2327";"1.7";"1.7";"1.8";"62.2";"75.8";"54.7"
"96 Overige persoonlijke dienstverlening";"1994";"2065";"776";"1289";"2263";"-1.3";"1.1";"-2.7";"64.5";"77.9";"57.0"
"96 Overige persoonlijke dienstverlening";"1995";"2131";"823";"1308";"2210";"0.4";"4.9";"-2.3";"66.3";"78.8";"59.2"
"96 Overige persoonlijke dienstverlening";"1996";"2141";"827";"1314";"2134";"-2.4";"-0.7";"-3.4";"68.2";"79.7";"61.6"
"96 Overige persoonlijke dienstverlening";"1997";"2276";"875";"1401";"2178";"2.8";"4.1";"2.1";"70.5";"81.0";"64.3"
"96 Overige persoonlijke dienstverlening";"1998";"2486";"949";"1537";"2294";"5.8";"6.6";"5.4";"72.8";"82.4";"67.0"
"96 Overige persoonlijke dienstverlening";"1999";"2683";"1036";"1647";"2329";"3.2";"6.0";"1.5";"76.1";"84.9";"70.7"
"96 Overige persoonlijke dienstverlening";"2000";"2914";"1132";"1782";"2361";"2.5";"4.2";"1.4";"80.7";"89.0";"75.5"
"96 Overige persoonlijke dienstverlening";"2001";"3128";"1222";"1906";"2362";"1.6";"4.0";"0.1";"85.3";"92.4";"80.7"
"96 Overige persoonlijke dienstverlening";"2002";"3334";"1305";"2029";"2315";"0.1";"3.4";"-2.0";"90.8";"95.4";"87.6"
"96 Overige persoonlijke dienstverlening";"2003";"3391";"1367";"2024";"2170";"-2.5";"3.3";"-6.3";"94.7";"96.8";"93.3"
"96 Overige persoonlijke dienstverlening";"2004";"3412";"1395";"2017";"2073";"-2.2";"1.1";"-4.5";"97.5";"97.7";"97.3"
"96 Overige persoonlijke dienstverlening";"2005";"3515";"1437";"2078";"2078";"0.4";"0.6";"0.2";"100.0";"100.0";"100.0"
"96 Overige persoonlijke dienstverlening";"2006";"3562";"1458";"2104";"2042";"-1.2";"-0.5";"-1.7";"102.6";"102.0";"103.0"
"96 Overige persoonlijke dienstverlening";"2007";"3740";"1521";"2219";"2062";"1.5";"2.3";"1.0";"106.1";"104.0";"107.6"
"96 Overige persoonlijke dienstverlening";"2008";"3893";"1577";"2316";"2082";"0.6";"0.2";"0.9";"109.7";"107.6";"111.2"
"96 Overige persoonlijke dienstverlening";"2009";"3877";"1538";"2339";"1972";"-4.4";"-3.2";"-5.3";"114.4";"108.5";"118.6"
"96 Overige persoonlijke dienstverlening";"2010**";"3896";"1519";"2377";"1938";"-1.9";"-2.0";"-1.8";"117.1";"109.3";"122.7"
"96 Overige persoonlijke dienstverlening";"2011*";"3880";"1516";"2364";"1907";"-1.8";"-2.3";"-1.6";"118.8";"111.7";"123.9"
"97 Huishoudens met personeel";"1988";"737";".";"737";"1384";".";".";".";"53.3";".";"53.3"
"97 Huishoudens met personeel";"1989";"786";".";"786";"1433";"3.5";".";"3.5";"54.9";".";"54.9"
"97 Huishoudens met personeel";"1990";"827";".";"827";"1445";"0.9";".";"0.9";"57.2";".";"57.2"
"97 Huishoudens met personeel";"1991";"869";".";"869";"1452";"0.5";".";"0.5";"59.8";".";"59.8"
"97 Huishoudens met personeel";"1992";"905";".";"905";"1457";"0.3";".";"0.3";"62.1";".";"62.1"
"97 Huishoudens met personeel";"1993";"923";".";"923";"1462";"0.3";".";"0.3";"63.1";".";"63.1"
"97 Huishoudens met personeel";"1994";"960";".";"960";"1465";"0.2";".";"0.2";"65.5";".";"65.5"
"97 Huishoudens met personeel";"1995";"998";".";"998";"1494";"2.0";".";"2.0";"66.8";".";"66.8"
"97 Huishoudens met personeel";"1996";"1131";".";"1131";"1640";"9.7";".";"9.7";"69.0";".";"69.0"
"97 Huishoudens met personeel";"1997";"1222";".";"1222";"1712";"4.4";".";"4.4";"71.4";".";"71.4"
"97 Huishoudens met personeel";"1998";"1321";".";"1321";"1788";"4.4";".";"4.4";"73.9";".";"73.9"
"97 Huishoudens met personeel";"1999";"1386";".";"1386";"1791";"0.2";".";"0.2";"77.4";".";"77.4"
"97 Huishoudens met personeel";"2000";"1496";".";"1496";"1862";"4.0";".";"4.0";"80.4";".";"80.4"
"97 Huishoudens met personeel";"2001";"1625";".";"1625";"1926";"3.5";".";"3.5";"84.4";".";"84.4"
"97 Huishoudens met personeel";"2002";"1772";".";"1772";"1939";"0.7";".";"0.7";"91.4";".";"91.4"
"97 Huishoudens met personeel";"2003";"1853";".";"1853";"1952";"0.7";".";"0.7";"94.9";".";"94.9"
"97 Huishoudens met personeel";"2004";"1921";".";"1921";"1960";"0.4";".";"0.4";"98.0";".";"98.0"
"97 Huishoudens met personeel";"2005";"1968";".";"1968";"1968";"0.4";".";"0.4";"100.0";".";"100.0"
"97 Huishoudens met personeel";"2006";"2033";".";"2033";"1970";"0.1";".";"0.1";"103.2";".";"103.2"
"97 Huishoudens met personeel";"2007";"2089";".";"2089";"1973";"0.1";".";"0.1";"105.9";".";"105.9"
"97 Huishoudens met personeel";"2008";"2165";".";"2165";"1980";"0.4";".";"0.4";"109.3";".";"109.3"
"97 Huishoudens met personeel";"2009";"2249";".";"2249";"1990";"0.5";".";"0.5";"113.0";".";"113.0"
"97 Huishoudens met personeel";"2010**";"2308";".";"2308";"1991";"0.1";".";"0.1";"115.9";".";"115.9"
"97 Huishoudens met personeel";"2011*";"2394";".";"2394";"2000";"0.4";".";"0.4";"119.7";".";"119.7"
"99 Extraterritoriale organisaties";"1988";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1989";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1990";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1991";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1992";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1993";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1994";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1995";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1996";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1997";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1998";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"1999";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2000";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2001";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2002";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2003";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2004";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2005";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2006";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2007";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2008";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2009";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2010**";".";".";".";".";".";".";".";".";".";"."
"99 Extraterritoriale organisaties";"2011*";".";".";".";".";".";".";".";".";".";"."
"Goederen en diensten n.e.g.";"1988";"846";"846";".";".";".";".";".";"87.2";"87.2";"."
"Goederen en diensten n.e.g.";"1989";"905";"905";".";".";"7.0";"7.0";".";"87.2";"87.2";"."
"Goederen en diensten n.e.g.";"1990";"935";"935";".";".";"5.1";"5.1";".";"85.7";"85.7";"."
"Goederen en diensten n.e.g.";"1991";"997";"997";".";".";"4.8";"4.8";".";"87.2";"87.2";"."
"Goederen en diensten n.e.g.";"1992";"1052";"1052";".";".";"4.5";"4.5";".";"88.1";"88.1";"."
"Goederen en diensten n.e.g.";"1993";"1086";"1086";".";".";"2.6";"2.6";".";"88.6";"88.6";"."
"Goederen en diensten n.e.g.";"1994";"1130";"1130";".";".";"2.7";"2.7";".";"89.8";"89.8";"."
"Goederen en diensten n.e.g.";"1995";"1130";"1130";".";".";"-0.4";"-0.4";".";"90.1";"90.1";"."
"Goederen en diensten n.e.g.";"1996";"1166";"1166";".";".";"2.7";"2.7";".";"90.6";"90.6";"."
"Goederen en diensten n.e.g.";"1997";"1192";"1192";".";".";"0.6";"0.6";".";"92.1";"92.1";"."
"Goederen en diensten n.e.g.";"1998";"1214";"1214";".";".";"-0.9";"-0.9";".";"94.6";"94.6";"."
"Goederen en diensten n.e.g.";"1999";"1225";"1225";".";".";"-0.5";"-0.5";".";"96.0";"96.0";"."
"Goederen en diensten n.e.g.";"2000";"1255";"1255";".";".";"1.2";"1.2";".";"97.1";"97.1";"."
"Goederen en diensten n.e.g.";"2001";"1269";"1269";".";".";"-0.9";"-0.9";".";"99.1";"99.1";"."
"Goederen en diensten n.e.g.";"2002";"1276";"1276";".";".";"-2.6";"-2.6";".";"102.3";"102.3";"."
"Goederen en diensten n.e.g.";"2003";"1244";"1244";".";".";"-3.4";"-3.4";".";"103.3";"103.3";"."
"Goederen en diensten n.e.g.";"2004";"1225";"1225";".";".";"0.6";"0.6";".";"101.1";"101.1";"."
"Goederen en diensten n.e.g.";"2005";"1214";"1214";".";".";"0.2";"0.2";".";"100.0";"100.0";"."
"Goederen en diensten n.e.g.";"2006";"1205";"1205";".";".";"-1.5";"-1.5";".";"100.8";"100.8";"."
"Goederen en diensten n.e.g.";"2007";"1252";"1252";".";".";"2.2";"2.2";".";"102.5";"102.5";"."
"Goederen en diensten n.e.g.";"2008";"1315";"1315";".";".";"2.0";"2.0";".";"105.5";"105.5";"."
"Goederen en diensten n.e.g.";"2009";"1274";"1274";".";".";"-4.5";"-4.5";".";"107.0";"107.0";"."
"Goederen en diensten n.e.g.";"2010**";"1289";"1289";".";".";"0.0";"0.0";".";"108.3";"108.3";"."
"Goederen en diensten n.e.g.";"2011*";"1320";"1320";".";".";"0.6";"0.6";".";"110.2";"110.2";"."
"Verschil toegerekende en afgedragen BTW";"1988";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1989";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1990";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1991";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1992";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1993";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1994";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1995";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1996";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1997";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1998";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"1999";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2000";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2001";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2002";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2003";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2004";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2005";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2006";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2007";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2008";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2009";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2010**";".";".";".";".";".";".";".";".";".";"."
"Verschil toegerekende en afgedragen BTW";"2011*";".";".";".";".";".";".";".";".";".";"."
"Totaal activiteiten en overige posten";"1988";"417495";"216632";"200863";"291736";".";".";".";"70.2";"71.5";"68.9"
